"feature","z","cell_type","cell"
"feature 14",-0.3505501042883078,"cell type 3","C84_p2d2"
"feature 8",-0.5678156096577426,"cell type 3","C84_p2d2"
"feature 11",-0.2542060776977399,"cell type 3","C84_p2d2"
"feature 1",-0.5869041909330526,"cell type 3","C84_p2d2"
"feature 6",-0.9554784878565052,"cell type 3","C85_p2d2"
"feature 5",-0.35031087149358786,"cell type 3","C85_p2d2"
"feature 13",-0.19485619595378026,"cell type 3","C85_p2d2"
"feature 12",-0.1111111111111111,"cell type 3","C85_p2d2"
"feature 9",-0.41330657440907115,"cell type 3","C85_p2d2"
"feature 14",-0.3505501042883078,"cell type 3","C85_p2d2"
"feature 8",-0.5678156096577426,"cell type 3","C85_p2d2"
"feature 11",-0.2542060776977399,"cell type 3","C85_p2d2"
"feature 1",-0.5869041909330526,"cell type 3","C85_p2d2"
"feature 6",-0.9554784878565052,"cell type 3","C86_p2d2"
"feature 5",-0.35031087149358786,"cell type 3","C86_p2d2"
"feature 13",-0.19485619595378026,"cell type 3","C86_p2d2"
"feature 12",-0.1111111111111111,"cell type 3","C86_p2d2"
"feature 9",-0.41330657440907115,"cell type 3","C86_p2d2"
"feature 14",-0.3505501042883078,"cell type 3","C86_p2d2"
"feature 8",-0.5678156096577426,"cell type 3","C86_p2d2"
"feature 11",-0.2542060776977399,"cell type 3","C86_p2d2"
"feature 1",-0.5869041909330526,"cell type 3","C86_p2d2"
"feature 6",-0.9554784878565052,"cell type 3","C87_p2d2"
"feature 5",-0.35031087149358786,"cell type 3","C87_p2d2"
"feature 13",-0.19485619595378026,"cell type 3","C87_p2d2"
"feature 12",-0.1111111111111111,"cell type 3","C87_p2d2"
"feature 9",-0.41330657440907115,"cell type 3","C87_p2d2"
"feature 14",-0.3505501042883078,"cell type 3","C87_p2d2"
"feature 8",-0.5678156096577426,"cell type 3","C87_p2d2"
"feature 11",-0.2542060776977399,"cell type 3","C87_p2d2"
"feature 1",-0.5869041909330526,"cell type 3","C87_p2d2"
"feature 6",-0.9554784878565052,"cell type 3","C88_p2d2"
"feature 5",-0.35031087149358786,"cell type 3","C88_p2d2"
"feature 13",-0.19485619595378026,"cell type 3","C88_p2d2"
"feature 12",-0.1111111111111111,"cell type 3","C88_p2d2"
"feature 9",-0.41330657440907115,"cell type 3","C88_p2d2"
"feature 14",-0.3505501042883078,"cell type 3","C88_p2d2"
"feature 8",-0.5678156096577426,"cell type 3","C88_p2d2"
"feature 11",-0.2542060776977399,"cell type 3","C88_p2d2"
"feature 1",-0.5869041909330526,"cell type 3","C88_p2d2"
"feature 6",1.099329012679687,"cell type 2","C89_p2d2"
"feature 5",2.9476054782517385,"cell type 2","C89_p2d2"
"feature 13",5.021204394713897,"cell type 2","C89_p2d2"
"feature 12",8.88888888888889,"cell type 2","C89_p2d2"
"feature 9",2.54000996514383,"cell type 2","C89_p2d2"
"feature 14",2.8498584945176977,"cell type 2","C89_p2d2"
"feature 8",-0.5678156096577426,"cell type 2","C89_p2d2"
"feature 11",4.07103990453644,"cell type 2","C89_p2d2"
"feature 1",-0.5869041909330526,"cell type 2","C89_p2d2"
"feature 6",-0.9554784878565052,"cell type 3","C9_p2d2"
"feature 5",-0.35031087149358786,"cell type 3","C9_p2d2"
"feature 13",-0.19485619595378026,"cell type 3","C9_p2d2"
"feature 12",-0.1111111111111111,"cell type 3","C9_p2d2"
"feature 9",-0.41330657440907115,"cell type 3","C9_p2d2"
"feature 14",-0.3505501042883078,"cell type 3","C9_p2d2"
"feature 8",-0.5678156096577426,"cell type 3","C9_p2d2"
"feature 11",-0.2542060776977399,"cell type 3","C9_p2d2"
"feature 1",-0.5869041909330526,"cell type 3","C9_p2d2"
"feature 6",-0.9554784878565052,"cell type 3","C90_p2d2"
"feature 5",-0.35031087149358786,"cell type 3","C90_p2d2"
"feature 13",-0.19485619595378026,"cell type 3","C90_p2d2"
"feature 12",-0.1111111111111111,"cell type 3","C90_p2d2"
"feature 9",-0.41330657440907115,"cell type 3","C90_p2d2"
"feature 14",-0.3505501042883078,"cell type 3","C90_p2d2"
"feature 8",-0.5678156096577426,"cell type 3","C90_p2d2"
"feature 11",-0.2542060776977399,"cell type 3","C90_p2d2"
"feature 1",-0.5869041909330526,"cell type 3","C90_p2d2"
"feature 6",1.1363265186223985,"cell type 1","C91_p2d2"
"feature 5",-0.35031087149358786,"cell type 1","C91_p2d2"
"feature 13",-0.19485619595378026,"cell type 1","C91_p2d2"
"feature 12",-0.1111111111111111,"cell type 1","C91_p2d2"
"feature 9",-0.41330657440907115,"cell type 1","C91_p2d2"
"feature 14",-0.3505501042883078,"cell type 1","C91_p2d2"
"feature 8",1.827987361925748,"cell type 1","C91_p2d2"
"feature 11",-0.2542060776977399,"cell type 1","C91_p2d2"
"feature 1",1.755449901454893,"cell type 1","C91_p2d2"
"feature 6",-0.9554784878565052,"cell type 3","C92_p2d2"
"feature 5",-0.35031087149358786,"cell type 3","C92_p2d2"
"feature 13",-0.19485619595378026,"cell type 3","C92_p2d2"
"feature 12",-0.1111111111111111,"cell type 3","C92_p2d2"
"feature 9",-0.41330657440907115,"cell type 3","C92_p2d2"
"feature 14",-0.3505501042883078,"cell type 3","C92_p2d2"
"feature 8",-0.5678156096577426,"cell type 3","C92_p2d2"
"feature 11",-0.2542060776977399,"cell type 3","C92_p2d2"
"feature 1",-0.5869041909330526,"cell type 3","C92_p2d2"
"feature 6",-0.9554784878565052,"cell type 3","C94_p2d2"
"feature 5",-0.35031087149358786,"cell type 3","C94_p2d2"
"feature 13",-0.19485619595378026,"cell type 3","C94_p2d2"
"feature 12",-0.1111111111111111,"cell type 3","C94_p2d2"
"feature 9",-0.41330657440907115,"cell type 3","C94_p2d2"
"feature 14",-0.3505501042883078,"cell type 3","C94_p2d2"
"feature 8",-0.5678156096577426,"cell type 3","C94_p2d2"
"feature 11",-0.2542060776977399,"cell type 3","C94_p2d2"
"feature 1",-0.5869041909330526,"cell type 3","C94_p2d2"
"feature 6",-0.9554784878565052,"cell type 1","C95_p2d2"
"feature 5",-0.35031087149358786,"cell type 1","C95_p2d2"
"feature 13",-0.19485619595378026,"cell type 1","C95_p2d2"
"feature 12",-0.1111111111111111,"cell type 1","C95_p2d2"
"feature 9",-0.41330657440907115,"cell type 1","C95_p2d2"
"feature 14",-0.3505501042883078,"cell type 1","C95_p2d2"
"feature 8",1.5627660010878324,"cell type 1","C95_p2d2"
"feature 11",-0.2542060776977399,"cell type 1","C95_p2d2"
"feature 1",1.5375807688313512,"cell type 1","C95_p2d2"
"feature 6",1.4141860914092605,"cell type 3","C1_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C1_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C1_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C1_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C1_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C1_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C1_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C1_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C1_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C1_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C1_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C1_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C1_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C10_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C10_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C10_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C10_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C10_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C10_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C10_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C10_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C10_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C10_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C10_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C10_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C10_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C11_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C11_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C11_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C11_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C11_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C11_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C11_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C11_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C11_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C11_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C11_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C11_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C11_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C13_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C13_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C13_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C13_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C13_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C13_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C13_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C13_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C13_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C13_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C13_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C13_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C13_p1d3"
"feature 6",-0.6694909589867415,"cell type 2","C14_p1d3"
"feature 5",2.3284138516932273,"cell type 2","C14_p1d3"
"feature 13",2.88874413033059,"cell type 2","C14_p1d3"
"feature 12",-0.22774629212322914,"cell type 2","C14_p1d3"
"feature 10",-0.11180339887498948,"cell type 2","C14_p1d3"
"feature 9",2.2110387339471775,"cell type 2","C14_p1d3"
"feature 4",-0.11180339887498948,"cell type 2","C14_p1d3"
"feature 3",-0.15847491056492996,"cell type 2","C14_p1d3"
"feature 14",2.229257650705477,"cell type 2","C14_p1d3"
"feature 8",-0.39620720369791285,"cell type 2","C14_p1d3"
"feature 11",-0.3066056420240475,"cell type 2","C14_p1d3"
"feature 1",-0.3962107116671719,"cell type 2","C14_p1d3"
"feature 2",-0.11180339887498948,"cell type 2","C14_p1d3"
"feature 6",1.5341898086719556,"cell type 1","C15_p1d3"
"feature 5",-0.41537338564055765,"cell type 1","C15_p1d3"
"feature 13",-0.30680248519205533,"cell type 1","C15_p1d3"
"feature 12",-0.22774629212322914,"cell type 1","C15_p1d3"
"feature 10",-0.11180339887498948,"cell type 1","C15_p1d3"
"feature 9",-0.41693701827724367,"cell type 1","C15_p1d3"
"feature 4",-0.11180339887498948,"cell type 1","C15_p1d3"
"feature 3",-0.15847491056492996,"cell type 1","C15_p1d3"
"feature 14",-0.41659750688855235,"cell type 1","C15_p1d3"
"feature 8",2.4391664520138447,"cell type 1","C15_p1d3"
"feature 11",-0.3066056420240475,"cell type 1","C15_p1d3"
"feature 1",2.408723523994082,"cell type 1","C15_p1d3"
"feature 2",-0.11180339887498948,"cell type 1","C15_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C16_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C16_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C16_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C16_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C16_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C16_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C16_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C16_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C16_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C16_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C16_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C16_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C16_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C17_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C17_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C17_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C17_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C17_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C17_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C17_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C17_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C17_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C17_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C17_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C17_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C17_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C19_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C19_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C19_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C19_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C19_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C19_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C19_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C19_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C19_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C19_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C19_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C19_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C19_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C2_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C2_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C2_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C2_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C2_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C2_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C2_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C2_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C2_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C2_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C2_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C2_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C2_p1d3"
"feature 6",1.5506125694771689,"cell type 1","C21_p1d3"
"feature 5",-0.41537338564055765,"cell type 1","C21_p1d3"
"feature 13",-0.30680248519205533,"cell type 1","C21_p1d3"
"feature 12",-0.22774629212322914,"cell type 1","C21_p1d3"
"feature 10",-0.11180339887498948,"cell type 1","C21_p1d3"
"feature 9",-0.41693701827724367,"cell type 1","C21_p1d3"
"feature 4",-0.11180339887498948,"cell type 1","C21_p1d3"
"feature 3",-0.15847491056492996,"cell type 1","C21_p1d3"
"feature 14",-0.41659750688855235,"cell type 1","C21_p1d3"
"feature 8",2.577319719774893,"cell type 1","C21_p1d3"
"feature 11",-0.3066056420240475,"cell type 1","C21_p1d3"
"feature 1",2.56165671924743,"cell type 1","C21_p1d3"
"feature 2",-0.11180339887498948,"cell type 1","C21_p1d3"
"feature 6",1.5820533122852374,"cell type 1","C22_p1d3"
"feature 5",-0.41537338564055765,"cell type 1","C22_p1d3"
"feature 13",-0.30680248519205533,"cell type 1","C22_p1d3"
"feature 12",-0.22774629212322914,"cell type 1","C22_p1d3"
"feature 10",-0.11180339887498948,"cell type 1","C22_p1d3"
"feature 9",-0.41693701827724367,"cell type 1","C22_p1d3"
"feature 4",-0.11180339887498948,"cell type 1","C22_p1d3"
"feature 3",-0.15847491056492996,"cell type 1","C22_p1d3"
"feature 14",-0.41659750688855235,"cell type 1","C22_p1d3"
"feature 8",2.570475054693701,"cell type 1","C22_p1d3"
"feature 11",-0.3066056420240475,"cell type 1","C22_p1d3"
"feature 1",2.5243093314508105,"cell type 1","C22_p1d3"
"feature 2",-0.11180339887498948,"cell type 1","C22_p1d3"
"feature 6",-0.6694909589867415,"cell type 2","C23_p1d3"
"feature 5",1.9733471770725008,"cell type 2","C23_p1d3"
"feature 13",-0.30680248519205533,"cell type 2","C23_p1d3"
"feature 12",-0.22774629212322914,"cell type 2","C23_p1d3"
"feature 10",-0.11180339887498948,"cell type 2","C23_p1d3"
"feature 9",2.232371570257955,"cell type 2","C23_p1d3"
"feature 4",-0.11180339887498948,"cell type 2","C23_p1d3"
"feature 3",-0.15847491056492996,"cell type 2","C23_p1d3"
"feature 14",2.18062957198441,"cell type 2","C23_p1d3"
"feature 8",-0.39620720369791285,"cell type 2","C23_p1d3"
"feature 11",-0.3066056420240475,"cell type 2","C23_p1d3"
"feature 1",-0.3962107116671719,"cell type 2","C23_p1d3"
"feature 2",-0.11180339887498948,"cell type 2","C23_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C25_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C25_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C25_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C25_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C25_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C25_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C25_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C25_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C25_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C25_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C25_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C25_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C25_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C26_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C26_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C26_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C26_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C26_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C26_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C26_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C26_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C26_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C26_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C26_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C26_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C26_p1d3"
"feature 6",1.5401935981645087,"cell type 2","C27_p1d3"
"feature 5",2.3587022383902188,"cell type 2","C27_p1d3"
"feature 13",-0.30680248519205533,"cell type 2","C27_p1d3"
"feature 12",-0.22774629212322914,"cell type 2","C27_p1d3"
"feature 10",-0.11180339887498948,"cell type 2","C27_p1d3"
"feature 9",2.4994663897301184,"cell type 2","C27_p1d3"
"feature 4",-0.11180339887498948,"cell type 2","C27_p1d3"
"feature 3",-0.15847491056492996,"cell type 2","C27_p1d3"
"feature 14",2.452712159563514,"cell type 2","C27_p1d3"
"feature 8",-0.39620720369791285,"cell type 2","C27_p1d3"
"feature 11",3.012473936607408,"cell type 2","C27_p1d3"
"feature 1",-0.3962107116671719,"cell type 2","C27_p1d3"
"feature 2",-0.11180339887498948,"cell type 2","C27_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C28_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C28_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C28_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C28_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C28_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C28_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C28_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C28_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C28_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C28_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C28_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C28_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C28_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C3_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C3_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C3_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C3_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C3_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C3_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C3_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C3_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C3_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C3_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C3_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C3_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C3_p1d3"
"feature 6",1.3800931143303292,"cell type 1","C31_p1d3"
"feature 5",-0.41537338564055765,"cell type 1","C31_p1d3"
"feature 13",-0.30680248519205533,"cell type 1","C31_p1d3"
"feature 12",-0.22774629212322914,"cell type 1","C31_p1d3"
"feature 10",-0.11180339887498948,"cell type 1","C31_p1d3"
"feature 9",-0.41693701827724367,"cell type 1","C31_p1d3"
"feature 4",-0.11180339887498948,"cell type 1","C31_p1d3"
"feature 3",-0.15847491056492996,"cell type 1","C31_p1d3"
"feature 14",-0.41659750688855235,"cell type 1","C31_p1d3"
"feature 8",2.446596771926057,"cell type 1","C31_p1d3"
"feature 11",-0.3066056420240475,"cell type 1","C31_p1d3"
"feature 1",2.4767004481274117,"cell type 1","C31_p1d3"
"feature 2",-0.11180339887498948,"cell type 1","C31_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C32_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C32_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C32_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C32_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C32_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C32_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C32_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C32_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C32_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C32_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C32_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C32_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C32_p1d3"
"feature 6",1.4631183981373632,"cell type 2","C33_p1d3"
"feature 5",2.3476168097777466,"cell type 2","C33_p1d3"
"feature 13",3.04071144072919,"cell type 2","C33_p1d3"
"feature 12",-0.22774629212322914,"cell type 2","C33_p1d3"
"feature 10",-0.11180339887498948,"cell type 2","C33_p1d3"
"feature 9",2.4340470571794834,"cell type 2","C33_p1d3"
"feature 4",-0.11180339887498948,"cell type 2","C33_p1d3"
"feature 3",-0.15847491056492996,"cell type 2","C33_p1d3"
"feature 14",2.376666431537197,"cell type 2","C33_p1d3"
"feature 8",-0.39620720369791285,"cell type 2","C33_p1d3"
"feature 11",2.983001839628207,"cell type 2","C33_p1d3"
"feature 1",-0.3962107116671719,"cell type 2","C33_p1d3"
"feature 2",-0.11180339887498948,"cell type 2","C33_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C34_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C34_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C34_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C34_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C34_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C34_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C34_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C34_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C34_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C34_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C34_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C34_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C34_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C35_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C35_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C35_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C35_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C35_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C35_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C35_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C35_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C35_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C35_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C35_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C35_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C35_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C36_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C36_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C36_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C36_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C36_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C36_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C36_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C36_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C36_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C36_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C36_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C36_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C36_p1d3"
"feature 6",1.5188759801229295,"cell type 1","C37_p1d3"
"feature 5",-0.41537338564055765,"cell type 1","C37_p1d3"
"feature 13",-0.30680248519205533,"cell type 1","C37_p1d3"
"feature 12",-0.22774629212322914,"cell type 1","C37_p1d3"
"feature 10",-0.11180339887498948,"cell type 1","C37_p1d3"
"feature 9",-0.41693701827724367,"cell type 1","C37_p1d3"
"feature 4",-0.11180339887498948,"cell type 1","C37_p1d3"
"feature 3",-0.15847491056492996,"cell type 1","C37_p1d3"
"feature 14",-0.41659750688855235,"cell type 1","C37_p1d3"
"feature 8",2.639950517939661,"cell type 1","C37_p1d3"
"feature 11",-0.3066056420240475,"cell type 1","C37_p1d3"
"feature 1",2.5901794466195516,"cell type 1","C37_p1d3"
"feature 2",-0.11180339887498948,"cell type 1","C37_p1d3"
"feature 6",1.4722021471209208,"cell type 2","C38_p1d3"
"feature 5",2.7368251276096607,"cell type 2","C38_p1d3"
"feature 13",3.546329840051587,"cell type 2","C38_p1d3"
"feature 12",4.588238009813541,"cell type 2","C38_p1d3"
"feature 10",-0.11180339887498948,"cell type 2","C38_p1d3"
"feature 9",2.6116356546410997,"cell type 2","C38_p1d3"
"feature 4",8.832468511124171,"cell type 2","C38_p1d3"
"feature 3",6.747704238710736,"cell type 2","C38_p1d3"
"feature 14",2.56612383966703,"cell type 2","C38_p1d3"
"feature 8",-0.39620720369791285,"cell type 2","C38_p1d3"
"feature 11",3.6398843499428035,"cell type 2","C38_p1d3"
