"row","col","value"
"CRO-01G007610.3","0",-0.15455858514880624
"CRO-03G028440.3","0",-0.5954642565659485
"CRO-01G017950.1","0",0.6695919020910016
"CRO-08G002650.2","0",-0.29006433547835775
"CRO-02G022990.2","0",-0.2065458863749723
"CRO-08G029090.2","0",-0.1690342821386727
"CRO-06G008250.4","0",0.8037670986041447
"CRO-03G030770.1","0",-0.6319650854425792
"CRO-07G005080.7","0",-0.8190577665174534
"CRO-07G007120.1","0",-0.020101058298880987
"CRO-05G029960.1","0",0.3543583682153697
"CRO-06G016400.2","0",-0.4951592022195404
"CRO-07G005790.2","0",-0.05371821978969331
"CRO-03G029330.2","0",-0.6268649775682538
"CRO-05G022440.2","0",-0.7377417928171304
"CRO-04G017810.2","0",-0.2795436080217374
"CRO-08G021490.1","0",-0.6855416759900276
"CRO-03G007400.5","0",0.49786804823516373
"CRO-01G008190.3","0",-0.4526631675895804
"CRO-01G002780.1","0",-0.7905046059871244
"CRO-06G016590.1","0",0.2442229149893627
"CRO-03G022040.4","0",-1.2639396721756893
"CRO-04G005240.3","0",-0.7900499451155825
"CRO-05G004650.2","0",-0.60155715750589
"CRO-06G003070.3","0",0.3611264692779789
"CRO-04G032840.1","0",-0.7394730876715344
"CRO-04G034720.1","0",-0.17184005064769595
"CRO-02G009480.1","0",-0.013268765501731415
"CRO-03G014090.1","0",-0.026580857428553994
"CRO-02G011030.1","0",-1.199947016862003
"CRO.S002530.1","0",0.2704982805681276
"CRO-05G021510.1","0",-0.24745807232623068
"CRO-04G003660.1","0",-0.5327789721630419
"CRO-03G024330.1","0",0.6824838309390051
"CRO-07G014500.1","0",-0.6001336693439323
"CRO-04G023210.1","0",-0.19745093161081836
"CRO-05G030010.2","0",-0.7685940024274761
"CRO-02G011310.1","0",-0.05773318632902171
"CRO-02G016800.6","0",0.40017169060925273
"CRO-01G029810.3","0",-0.5229984393539676
"CRO-06G029950.1","0",-0.4863911716820045
"CRO-01G009940.1","0",-0.649941066154401
"CRO-04G024590.1","0",-0.503926992585341
"CRO-05G009690.4","0",-0.009349933762196831
"CRO-07G010460.7","0",-0.6643306207385
"CRO-03G027730.3","0",-0.35631338796436995
"CRO-06G033880.4","0",-0.1386146288438672
"CRO-01G021590.4","0",-0.7376295019164629
"CRO-04G006280.1","0",0.44971218821615666
"CRO-05G012490.1","0",0.21309256901940987
"CRO-06G029290.1","0",-0.4484013448693939
"CRO-07G015220.1","0",-0.7768974583763744
"CRO-04G003850.1","0",-0.4417059231285685
"CRO-08G006750.4","0",-0.03780942017338767
"CRO-06G032240.1","0",-0.9598388082741562
"CRO-05G012920.3","0",-0.43733717930709665
"CRO-01G000910.1","0",-0.14384263222237273
