"from","to","r","t","p.value","FDR","Type"
"CRO-05G008760","CRO-05G030570",0.8533906612034515,5.902761818293754,2.6062058148350378e-5,0.0016772796260369131,"co-expressed"
"CRO-05G014340","CRO-05G030570",0.9321936613333185,9.28575771729112,2.110572984062879e-7,3.2084389594508184e-5,"co-expressed"
"CRO-05G015990","CRO-05G030570",0.8198047959082203,5.1617636410076715,9.143899969592924e-5,0.004415297316912889,"co-expressed"
"CRO-05G017150","CRO-05G030570",0.8187252912658401,5.141119769540837,9.479587035268032e-5,0.004537311515470899,"co-expressed"
"CRO-05G023030","CRO-05G030570",0.9193200329001999,8.42329179857522,6.329821195493318e-7,8.083203408728161e-5,"co-expressed"
"CRO-03G003570","CRO-05G031480",-0.847328882022972,-5.752718633288885,3.3397179332495664e-5,0.0020344389240894247,"co-expressed"
"CRO-02G001090","CRO-05G031820",0.9970575206495244,46.8964416358442,3.4346265720040564e-16,2.444725891481052e-12,"co-expressed"
"CRO-03G003540","CRO-05G031820",0.9966619832480141,44.01726340337114,7.789465849622753e-16,4.616720965023446e-12,"co-expressed"
"CRO-01G006750","CRO-05G032410",0.8082055705109161,4.948249843035689,1.331312521824388e-4,0.005864959386856988,"co-expressed"
"CRO-01G027010","CRO-05G032410",0.8275686242599818,5.315335715042683,7.005549309017037e-5,0.0036015294980301406,"co-expressed"
"CRO-03G004950","CRO-05G032410",0.8268279160479935,5.30028284505899,7.189850164003403e-5,0.0036743585302776837,"co-expressed"
"CRO-03G018360","CRO-05G032410",0.8218504795639827,5.201346599780267,8.534516467879456e-5,0.004189356779105412,"co-expressed"
"CRO-03G031560","CRO-05G032410",0.8223812023974677,5.211716393086535,8.381994685093809e-5,0.004131031496876999,"co-expressed"
"CRO-04G032090","CRO-05G032410",0.787032047874531,4.599819557050652,2.4893040483948194e-4,0.009358215510236498,"co-expressed"
"CRO-05G011710","CRO-05G032410",0.8064372827461638,4.917223796601834,1.4067171272790372e-4,0.006108810693179601,"co-expressed"
"CRO-05G028810","CRO-05G032410",0.8187984329310609,5.142513241982742,9.456527907788083e-5,0.004529295675570159,"co-expressed"
"CRO-02G001090","CRO-05G033630",0.9981210101306714,58.73294273118351,1.8657479087190957e-17,2.672951263494539e-13,"co-expressed"
"CRO-03G003540","CRO-05G033630",0.9982276447304863,60.478832274959096,1.2765406307860233e-17,1.9872904265121234e-13,"co-expressed"
"CRO-03G003560","CRO-05G033920",0.8120698154369753,5.017406764971993,1.1780027851689985e-4,0.005345430044668677,"co-expressed"
"CRO-03G003570","CRO-05G033920",0.8046814717957842,4.886789999266698,1.4850125670350453e-4,0.006365370500445127,"co-expressed"
"CRO-03G030620","CRO-05G033920",0.787954825825557,4.614031216596623,2.4258391130652234e-4,0.009181084679559068,"co-expressed"
"CRO-03G032340","CRO-05G033920",0.7956616345591285,4.736012984356532,1.945538511826069e-4,0.007790431976580269,"co-expressed"
"CRO-02G001090","CRO-06G000190",0.8171502488456099,5.1112954774090325,9.987453803498678e-5,0.0047198824388106735,"co-expressed"
"CRO-03G003540","CRO-06G000190",0.8117118347188278,5.010920143993403,1.1915665418684068e-4,0.005392967270265611,"co-expressed"
"CRO-03G003560","CRO-06G000250",0.9728625533161386,15.159687780538022,6.05684334928853e-10,2.3944731353172026e-7,"co-expressed"
"CRO-03G003570","CRO-06G000250",0.9454476632334649,10.463879115180111,5.3026180354927344e-8,1.0119560169974574e-5,"co-expressed"
"CRO-03G003800","CRO-06G000250",0.9661026893256772,13.493022566590295,2.52952639857301e-9,7.890627906511814e-7,"co-expressed"
"CRO-03G019430","CRO-06G000250",0.9220718338775048,8.590222182300332,5.085913781148548e-7,6.727925408603406e-5,"co-expressed"
"CRO-03G030600","CRO-06G000250",0.85556613817459,5.95871388541204,2.3779115905958002e-5,0.001561747786710545,"co-expressed"
"CRO-03G030620","CRO-06G000250",0.8958790570218693,7.270205711455863,3.134926125916075e-6,3.052349503794958e-4,"co-expressed"
"CRO-03G032340","CRO-06G000250",0.9512294855206541,11.117935146845552,2.596187594665372e-8,5.556641875821761e-6,"co-expressed"
"CRO-04G013510","CRO-06G000250",0.9421584804327643,10.135226485614195,7.696253170131949e-8,1.3803362923944889e-5,"co-expressed"
"CRO-05G008760","CRO-06G000250",0.9794437305101682,17.506826800686966,1.0117264022094042e-10,5.4933629696306635e-8,"co-expressed"
"CRO-05G014340","CRO-06G000250",0.9209696327083718,8.522357272205753,5.556976458295468e-7,7.244015750498761e-5,"co-expressed"
"CRO-05G015990","CRO-06G000250",0.9378318925605384,9.742149747791165,1.2170923044881635e-7,2.0252928161004182e-5,"co-expressed"
"CRO-05G017150","CRO-06G000250",0.9168931965257174,8.28272379574557,7.628794055731396e-7,9.435315643821535e-5,"co-expressed"
"CRO-05G023030","CRO-06G000250",0.9223039563316648,8.604690728751901,4.991094782661059e-7,6.622988500476222e-5,"co-expressed"
"CRO-02G001090","CRO-06G000340",0.9566400480541605,11.841872172817785,1.2248845827916652e-8,2.9691471579309764e-6,"co-expressed"
"CRO-03G003540","CRO-06G000340",0.9571454599897822,11.91625116714611,1.1363960405444672e-8,2.7918068856912708e-6,"co-expressed"
"CRO-01G032400","CRO-06G000750",0.8231188917601145,5.226199988230741,8.173718090391969e-5,0.004053027505167301,"co-expressed"
"CRO-03G003560","CRO-06G000750",0.9905425480391854,26.029870453282992,6.683655909212234e-13,9.328708069373638e-10,"co-expressed"
"CRO-03G003570","CRO-06G000750",0.9340405153218211,9.429007476529375,1.771778043132913e-7,2.772293400707273e-5,"co-expressed"
"CRO-03G003800","CRO-06G000750",0.9660385787648597,13.479606067708017,2.5603888873072714e-9,7.973630605435625e-7,"co-expressed"
"CRO-03G019430","CRO-06G000750",0.9614202477740766,12.601431884360364,5.7994126823321e-9,1.5842031789817193e-6,"co-expressed"
"CRO-03G030600","CRO-06G000750",0.9684654879506616,14.015185971962575,1.5905698633102397e-9,5.371352398544489e-7,"co-expressed"
"CRO-03G030620","CRO-06G000750",0.986689971055788,21.87750745179207,6.1043556028206155e-12,5.508614579596497e-9,"co-expressed"
"CRO-03G032340","CRO-06G000750",0.997877995915092,55.25753820879692,4.110955514887809e-17,4.785536381468136e-13,"co-expressed"
"CRO-04G013510","CRO-06G000750",0.9958284595696739,39.3501485094387,3.31051283771182e-15,1.4374847490778593e-11,"co-expressed"
"CRO-05G008760","CRO-06G000750",0.9585426627025427,12.128746044209507,9.192427678832765e-9,2.3377316927598617e-6,"co-expressed"
"CRO-05G014340","CRO-06G000750",0.9873309321094756,22.435047406980896,4.4359181308642344e-12,4.258033237303263e-9,"co-expressed"
"CRO-05G015990","CRO-06G000750",0.9316630655037266,9.245643008295305,2.2173779621422135e-7,3.3459134203057575e-5,"co-expressed"
"CRO-05G017150","CRO-06G000750",0.9306207196377184,9.168135365652521,2.4404138377422125e-7,3.623886462363287e-5,"co-expressed"
"CRO-05G023030","CRO-06G000750",0.9905485554903194,26.03826021230894,6.656203894178974e-13,9.304826978857711e-10,"co-expressed"
"CRO-03G003560","CRO-06G000970",0.8100677346006786,4.981340430244645,1.2555150603051684e-4,0.005611460008726081,"co-expressed"
"CRO-03G032340","CRO-06G000970",0.802005170470262,4.841098323770158,1.6111848818751081e-4,0.006766732820266054,"co-expressed"
"CRO-04G013510","CRO-06G000970",0.7947915295716703,4.721937766250083,1.9955162239705343e-4,0.007939108819707483,"co-expressed"
"CRO-05G008760","CRO-06G000970",0.8037278748409148,4.870414077191874,1.5290067825672775e-4,0.006505965656513212,"co-expressed"
"CRO-03G003560","CRO-06G003000",0.9290249641351939,9.052683274995148,2.8181063852318445e-7,4.0938013212579366e-5,"co-expressed"
"CRO-03G003570","CRO-06G003000",0.8468552300771476,5.741340953443718,3.403552090277207e-5,0.0020646175796078087,"co-expressed"
"CRO-03G003800","CRO-06G003000",0.9020625026273922,7.5356620466572695,2.138282470845366e-6,2.2261713289124669e-4,"co-expressed"
"CRO-03G019430","CRO-06G003000",0.9258012163772544,8.830500144977048,3.731765062086875e-7,5.1884855916543987e-5,"co-expressed"
"CRO-03G030600","CRO-06G003000",0.9285573353511377,9.01955895701508,2.9376323939776313e-7,4.238954073555212e-5,"co-expressed"
"CRO-03G030620","CRO-06G003000",0.9214492602072589,8.551720571285461,5.347697340192407e-7,7.013590811911237e-5,"co-expressed"
"CRO-03G032330","CRO-06G003000",0.8781944916455808,6.6200099058853965,8.315798649503114e-6,6.753799531457467e-4,"co-expressed"
"CRO-03G032340","CRO-06G003000",0.9474306134278218,10.676321384189546,4.188557582222056e-8,8.312257933485937e-6,"co-expressed"
"CRO-04G013510","CRO-06G003000",0.9512649784074192,11.122296745162906,2.5841540566801662e-8,5.537278571242554e-6,"co-expressed"
"CRO-05G008760","CRO-06G003000",0.9044261076115853,7.643514019176186,1.83504099145189e-6,1.963540261141905e-4,"co-expressed"
"CRO-05G014340","CRO-06G003000",0.9346228118433445,9.475383185640577,1.6749295459026962e-7,2.646251031588972e-5,"co-expressed"
"CRO-05G015990","CRO-06G003000",0.8770685391358558,6.583148054162917,8.803473016419868e-6,7.069210361179696e-4,"co-expressed"
"CRO-05G017150","CRO-06G003000",0.9014591394326867,7.50872239547071,2.222046032606669e-6,2.298959079503473e-4,"co-expressed"
"CRO-05G023030","CRO-06G003000",0.9370709751914386,9.677114834845623,1.3147939154774976e-7,2.1620062246501895e-5,"co-expressed"
"CRO-02G001090","CRO-06G003270",0.9209694745970787,8.52234763475454,5.557046560719389e-7,7.244015750498761e-5,"co-expressed"
"CRO-03G003540","CRO-06G003270",0.9153455773317751,8.196121087500691,8.568087986035049e-7,1.039273702515131e-4,"co-expressed"
"CRO-03G003560","CRO-06G004160",0.8668823365822771,6.269826365539357,1.4396968840354504e-5,0.0010488560654326414,"co-expressed"
"CRO-03G003800","CRO-06G004160",0.8861218633793368,6.893822187924174,5.476934594429745e-6,4.8241678949409076e-4,"co-expressed"
"CRO-03G019430","CRO-06G004160",0.897555855147734,7.339936548034447,2.8327332795626697e-6,2.8069011780243333e-4,"co-expressed"
"CRO-03G030600","CRO-06G004160",0.8550780254119511,5.946058942293093,2.427637304766475e-5,0.001587093222141583,"co-expressed"
"CRO-03G030620","CRO-06G004160",0.8500184855044731,5.818260277319748,2.9956838871417845e-5,0.0018700160921274586,"co-expressed"
"CRO-03G032330","CRO-06G004160",0.7864439162623715,4.59080415554084,2.530454461549016e-4,0.009472463964382925,"co-expressed"
"CRO-03G032340","CRO-06G004160",0.8853518484734421,6.866063892817398,5.711187271676678e-6,4.992475066873466e-4,"co-expressed"
"CRO-04G013510","CRO-06G004160",0.8977152866561897,7.346650885479568,2.8053110001199476e-6,2.7851275703558924e-4,"co-expressed"
"CRO-05G008760","CRO-06G004160",0.8631089748612911,6.162127667869157,1.7102153287093193e-5,0.0012044467563520741,"co-expressed"
"CRO-05G014340","CRO-06G004160",0.8947581387868109,7.224473177385177,3.3515424915157424e-6,3.223767083921392e-4,"co-expressed"
"CRO-05G015990","CRO-06G004160",0.8466344519456843,5.736054129342482,3.433648583169322e-5,0.0020783460914137776,"co-expressed"
"CRO-05G017150","CRO-06G004160",0.8749550157336894,6.5152162755239855,9.783059547910872e-6,7.701033015954828e-4,"co-expressed"
"CRO-05G023030","CRO-06G004160",0.9220289801211053,8.587557823836141,5.103582683097068e-7,6.747618151738695e-5,"co-expressed"
"CRO-03G003560","CRO-06G004180",0.93056735492410525,9.1642125826669,2.4523200910027786e-7,3.6396443185008245e-5,"co-expressed"
"CRO-03G003570","CRO-06G004180",0.8288397431064574,5.341373572199539,6.698330065893056e-5,0.0034806618615263675,"co-expressed"
"CRO-03G003800","CRO-06G004180",0.9270408764862006,8.914259915389595,3.35485938338886e-7,4.7428771012491476e-5,"co-expressed"
"CRO-03G019430","CRO-06G004180",0.9212065373906878,8.536828690991419,5.452766404109144e-7,7.131845574485372e-5,"co-expressed"
"CRO-03G030600","CRO-06G004180",0.8107624948310627,4.993798037016159,1.2281574651505997e-4,0.005518615665789823,"co-expressed"
"CRO-03G030620","CRO-06G004180",0.8650474954346482,6.216933281981628,1.5664261736509817e-5,0.0011225297324001882,"co-expressed"
"CRO-03G032340","CRO-06G004180",0.9235030911794112,8.68043805670858,4.524478216710144e-7,6.1016773864168195e-5,"co-expressed"
"CRO-04G013510","CRO-06G004180",0.9211652653906082,8.534303075377368,5.47080268131796e-7,7.151900805529873e-5,"co-expressed"
"CRO-05G008760","CRO-06G004180",0.9370159985970872,9.672460265518017,1.3221003661359137e-7,2.171480702859691e-5,"co-expressed"
"CRO-05G014340","CRO-06G004180",0.8720747489403798,6.425185284960581,1.1262157463823371e-5,8.632568046450626e-4,"co-expressed"
"CRO-05G015990","CRO-06G004180",0.8261830923942247,5.287249573456909,7.35352075300294e-5,0.0037392685446819935,"co-expressed"
"CRO-05G017150","CRO-06G004180",0.8847423714712516,6.844278388397511,5.902453260994702e-6,5.12709237556667e-4,"co-expressed"
"CRO-05G023030","CRO-06G004180",0.9137664191345607,8.110062380001452,9.624232669365307e-7,1.1467859683505901e-4,"co-expressed"
"CRO-01G032400","CRO-06G004520",-0.8022987897453601,-4.84607078822901,1.596928787300477e-4,0.006723070099947431,"co-expressed"
"CRO-03G003560","CRO-06G004520",-0.8177201808387486,-5.122047282367023,9.801166953908992e-5,0.004653012394035227,"co-expressed"
"CRO-03G003570","CRO-06G004520",-0.7917628919820573,-4.67355640866781,2.1777179756686516e-4,0.008475916519765902,"co-expressed"
"CRO-03G003800","CRO-06G004520",-0.8032036830568898,-4.861457477181716,1.5536407391314477e-4,0.006585804081097234,"co-expressed"
"CRO-03G030600","CRO-06G004520",-0.7916380752060784,-4.671582558653551,2.1855083151085968e-4,0.00849807604352631,"co-expressed"
"CRO-03G030620","CRO-06G004520",-0.8261753061696243,-5.28709259831059,7.355515616991777e-5,0.0037400666893482926,"co-expressed"
"CRO-03G032340","CRO-06G004520",-0.8119365275441669,-5.014989645071063,1.1830381517845356e-4,0.0053630856233903715,"co-expressed"
"CRO-04G013510","CRO-06G004520",-0.8008531799496833,-4.821683938518682,1.668126221396152e-4,0.006945829490776855,"co-expressed"
"CRO-05G015990","CRO-06G004520",-0.8058218135367233,-4.9065138370531125,1.4337679624276632e-4,0.006199021578194733,"co-expressed"
"CRO-03G003560","CRO-06G006210",0.7884943104926129,4.622377722714963,2.3893505888261993e-4,0.00907735294640204,"co-expressed"
"CRO-03G003570","CRO-06G006210",0.7838255548868734,4.551061744535194,2.720439876537416e-4,0.009991018609510703,"co-expressed"
"CRO-03G032340","CRO-06G006210",0.7870849817300314,4.600632587160153,2.4856272786176145e-4,0.009348846454016034,"co-expressed"
"CRO-03G003800","CRO-06G006240",0.7910126988024856,4.66171641231202,2.2248837227577928e-4,0.008610841522481509,"co-expressed"
